claim_id,policy_id,policyholder_id,claim_type,incident_date,filed_date,days_to_file,claim_amount,approved_amount,status,description,vehicle_id,provider_id,shop_id,law_firm_id,adjuster_id,payout_bank_account_id,submission_channel,ip_hash,device_hash,label_is_fraud,fraud_scenario
CL0002258,PO000456,PH001573,AUTO,2025-05-26,2025-05-31,5,12095.54,9058.71,APPROVED,Control factor ten half usually line defense off.,VE001457,,RS000077,,AJ000043,BA000746,AGENT,3bc13346957f00458a0afd70,cd41a6fc3b25709dfad1838c,1,shared_address_phone_cluster
CL0002259,PO001483,PH002471,HOME,2025-01-26,2025-01-31,5,11708.95,8292.54,PENDING,Seek before cell buy final study job bad nature couple.,,,,LF000040,AJ000017,BA000735,AGENT,f600404271488b7241863a9a,638af0172436f6bcda4dff1d,0,
CL0002260,PO000917,PH000621,AUTO,2024-12-01,2024-12-15,14,1519.65,803.52,PENDING,Few room again probably result eat ahead customer allow good reveal stage push marriage.,VE001460,,RS000016,LF000031,AJ000049,BA001229,AGENT,6b2297aa5c055dca54897473,65e9de4ecde3bba73124c183,0,
CL0002261,PO002599,PH000198,AUTO,2025-02-19,2025-02-22,3,13978.91,8283.42,APPROVED,Bill agency story speak name best chair fish food ever future citizen.,VE001037,,RS000100,,AJ000030,BA000024,PHONE,f554d43b0831adfd6a220693,1a8e50108d80b39a6445564f,0,
CL0002262,PO000937,PH000663,HOME,2024-12-11,2024-12-18,7,13423.04,8599.39,APPROVED,Continue would one have whole church check central store.,,,,,AJ000004,BA000136,PHONE,d4b7372646970cb35ea70de3,2c125d99c3a7b0ee31a37a08,0,
CL0002263,PO001337,PH000540,AUTO,2025-02-10,2025-02-13,3,14474.21,11220.32,APPROVED,Heart wide never later pull trial never charge agreement same son cold they term.,VE001626,,RS000026,,AJ000026,BA001375,AGENT,874671503bddd5cc8afee2c6,1df856141d4df99d1ffff019,0,
CL0002264,PO002493,PH002259,AUTO,2025-09-11,2025-09-18,7,21936.28,19484.72,DENIED,West program medical water how practice wrong must hard clear gun.,VE001953,,RS000137,,AJ000005,BA001744,AGENT,b3a42c1f6772a768ae9b1194,73ebe644f7e3ea3f938e0348,0,
CL0002265,PO000176,PH000603,AUTO,2025-09-30,2025-10-05,5,2454.65,2191.99,APPROVED,Phone later position sign measure international answer each front majority.,VE001824,,RS000073,,AJ000045,BA001944,WEB,bbbf0450609d9c30c4eec140,ee89cf27529c7a97f3591827,0,
CL0002266,PO000342,PH001096,HEALTH,2025-05-01,2025-05-08,7,5422.04,3544.7,APPROVED,Affect debate worry else hot break cup peace listen develop assume natural his third.,,PR000229,,,AJ000043,BA001892,WEB,d918fc300285168756f176b9,724cab071c20f4bc142aba98,0,
CL0002267,PO002133,PH001156,AUTO,2025-10-15,2025-10-29,2,23012.81,8300.17,PENDING,People city lot fine or light natural must strategy herself agree.,VE001528,,RS000106,,AJ000046,BA000948,PHONE,8200a489655e4e350ac39a53,c8834d6ee7e0708df115073c,1,phantom_policy_exploitation
CL0002268,PO001495,PH001340,AUTO,2024-11-11,2024-11-13,2,21148.49,12691.9,PENDING,Today above pass get line important look include finish amount attorney.,VE001936,,RS000116,LF000005,AJ000041,BA001410,PHONE,82dce11f38ff40f866ce2bfd,0ae9dd544d40075068d6f398,0,
CL0002269,PO000662,PH001771,HEALTH,2025-02-03,2025-02-08,5,1646.65,710.14,APPROVED,Interview benefit this really letter turn listen window.,,PR000094,,LF000051,AJ000037,BA000612,AGENT,c57f52ca797fde5b220425cf,c4fef95e19f5627680fd45e1,0,
CL0002270,PO001334,PH000565,AUTO,2024-09-17,2024-09-22,2,23540.72,10007.93,APPROVED,Free region rock question debate activity degree month.,VE001675,,RS000010,,AJ000043,BA001641,AGENT,4388d797fab2b3effe69282f,f8b5b4a878f8f83c88349f1e,1,shared_bank_account_ring
CL0002271,PO000823,PH000053,HEALTH,2024-06-13,2024-06-16,3,9789.34,6689.86,APPROVED,Ask big character too bar stay poor eye wall run.,,PR000051,,,AJ000014,BA000928,PHONE,3641bd3e72623b063f96727c,f2d4298d2e0ef0624a3fc250,0,
CL0002272,PO002381,PH000770,AUTO,2024-09-11,2024-09-18,7,8382.29,6017.48,DENIED,Section raise to never beat we maybe energy upon.,VE000674,,RS000128,,AJ000040,BA000712,PHONE,7af224e4c72a7238673fab01,3115f4c45d16bebabad34a0f,0,
CL0002273,PO001759,PH001837,AUTO,2025-03-21,2025-03-26,5,6284.21,5171.15,APPROVED,Election eat need early other standard window soon see side art pattern.,VE000143,,RS000145,LF000009,AJ000034,BA000337,WEB,af61ac60eed395386a67154d,91c7e0af57e7f9d2a36aa034,0,
CL0002274,PO000840,PH000278,AUTO,2024-06-20,2024-07-04,14,9262.76,3771.73,APPROVED,Positive beautiful kitchen treatment voice important seek bit religious myself which protect class despite.,VE002094,,RS000103,,AJ000019,BA000284,WEB,547424ba7b30a434930e684c,322bcd3fda37aaba7aef71d9,0,
CL0002275,PO002024,PH002241,HEALTH,2025-12-12,2025-12-19,7,15572.2,11444.05,APPROVED,Let development win tell be woman technology expect do hot new suddenly line strong people.,,PR000075,,,AJ000010,BA001451,WEB,b26fc9ea78a29963942ec679,d1a3a23df50fb0a9ad0c75bb,0,
CL0002276,PO000631,PH001868,AUTO,2024-05-16,2024-05-30,14,32416.55,28526.56,APPROVED,Edge myself letter only meeting yourself forget race right school yeah property try mission find.,VE001342,,RS000027,,AJ000010,BA001970,AGENT,57e22d8b12799ac5dbe6a0f1,4171075790087c8611c69d88,1,inflated_repair_shop
CL0002277,PO001900,PH001641,AUTO,2025-02-08,2025-02-22,14,20050.63,14703.54,DENIED,Including such defense only company however agree picture happen thing hospital anyone weight old care.,VE000777,,RS000054,,AJ000007,BA000198,PHONE,665602b3e4cc32125c41f960,8a2aa53512e086cc3560f87f,0,
CL0002278,PO000182,PH000451,AUTO,2024-04-28,2024-05-03,5,16795.46,6900.43,APPROVED,Special professional late worry pick relationship hair next know source fill any move find hard.,VE000905,,RS000075,,AJ000024,BA001086,PHONE,08c3b2afc2c226643d5358c1,de4accb4591ea7253e4badfd,0,
CL0002279,PO001324,PH001609,HEALTH,2024-01-10,2024-01-15,5,1893.89,895.08,APPROVED,Special pass as social stand throughout business.,,PR000052,,,AJ000020,BA000926,PHONE,5de82cff256306d070d88c9d,dd7e0c80c212c2262835ffd2,0,
CL0002280,PO001545,PH002093,HEALTH,2024-06-26,2024-06-28,2,730.8,694.26,APPROVED,Blue clearly north spring collection notice mother even catch drop as.,,PR000206,,,AJ000022,BA000428,PHONE,3da709e600d303c8e014bdd9,0dc67a4e7bede887002e7c8a,1,collusive_provider
CL0002281,PO001147,PH001221,HEALTH,2025-07-28,2025-08-11,14,12398.35,8776.06,APPROVED,Kid growth food lawyer every alone material up.,,PR000235,,,AJ000039,BA001859,WEB,2f44d75bb33886641ec0d9a5,0dc70c35e116cde58324ac23,0,
CL0002282,PO000535,PH000829,AUTO,2025-03-31,2025-04-07,7,1481.27,1101.2,APPROVED,Stop voice performance do no project with our treatment.,VE001692,,RS000055,,AJ000023,BA001457,WEB,87f3bd07762646cadf6c7260,f5abf071191c342753377caf,0,
CL0002283,PO000278,PH001881,AUTO,2024-05-24,2024-05-25,1,13524.94,7362.99,APPROVED,Your down on term you government list worker with break top million along change though.,VE001425,,RS000033,,AJ000021,BA001496,WEB,da1745827e08056d1c3967c2,8a1973272e6ab38950bd838c,0,
CL0002284,PO000343,PH001698,AUTO,2025-08-09,2025-08-14,5,6557.43,5477.96,APPROVED,Statement plant recently concern item wish person the girl.,VE001187,,RS000065,,AJ000042,BA000410,WEB,6eefec70d15a45212347e9b7,990c8d02e6f132f55cc8b56c,0,
CL0002285,PO000288,PH000347,HEALTH,2024-01-05,2024-01-07,2,9905.96,6557.56,APPROVED,Past computer follow our me base machine understand though career.,,PR000161,,,AJ000015,BA001759,PHONE,9b739a8844d9c68dc8a4c036,ca544049efeea1e13a5d86e6,0,
CL0002286,PO000538,PH000001,AUTO,2024-03-09,2024-03-11,2,20256.38,11292.24,APPROVED,Key should standard sit political table data phone theory measure wait.,VE001987,,RS000155,,AJ000009,BA000331,WEB,6b7d99897a1baf2ea5e8cb84,adf06a9d8a7297e29f0c48ab,0,
CL0002287,PO002155,PH001139,AUTO,2024-10-18,2024-10-25,7,7450.79,4337.35,APPROVED,Score program father have visit there unit consider toward us election.,VE001775,,RS000132,,AJ000009,BA000748,WEB,02a67bed61aebacb3d4ab955,7a638e01aa34474c86417919,0,
CL0002288,PO001319,PH000999,HOME,2024-09-29,2024-10-02,3,3553.54,3106.38,APPROVED,Man up others name tough office almost degree discussion billion form second.,,,,,AJ000038,BA000588,AGENT,3f1e0d82cf099ab0a9485e6b,a7c9a324c4f42eef8d335965,0,
CL0002289,PO001685,PH000623,HEALTH,2025-08-10,2025-08-24,14,6962.04,5386.84,APPROVED,Situation kitchen husband us quality impact stay.,,PR000165,,,AJ000045,BA000984,AGENT,0079fd431168f99fa4a1ab81,28c751ca4635118417b23c88,0,
CL0002290,PO000769,PH000627,HEALTH,2025-07-29,2025-08-05,7,15959.33,7108.95,APPROVED,Store effort model leg leader onto discuss mother instead organization number early yes himself meet.,,PR000224,,,AJ000008,BA000222,PHONE,2dff3a01f6ac96d455e86c47,6103200acdbb36a90ab5fa2f,0,
CL0002291,PO000095,PH001753,HEALTH,2024-02-10,2024-02-15,5,17094.99,10511.79,APPROVED,Hot quickly drug turn spend finish should good key seem.,,PR000118,,,AJ000010,BA001482,AGENT,df7030ccd80e610f0e22eed1,4558a2d84f2787b5d1612375,0,
CL0002292,PO000645,PH001291,AUTO,2025-04-16,2025-04-30,14,7307.76,6214.93,APPROVED,Success magazine serve article listen special organization attack establish allow together suddenly lay ten unit.,VE000660,,RS000032,,AJ000027,BA000852,WEB,0db3b21a737fdf1e60cbb10d,9aab79d3d979cb65b6396691,0,
CL0002293,PO001865,PH002099,HOME,2024-08-29,2024-09-12,14,5224.95,4552.3,APPROVED,Special strategy purpose lay investment finish listen.,,,,LF000057,AJ000026,BA001051,PHONE,dba31f319278dc7541c5d985,81ba69f99a285004c0fb8f14,0,
CL0002294,PO000122,PH001475,AUTO,2024-09-11,2024-09-18,7,17631.77,15772.47,APPROVED,Choose rate move husband real simply owner home him notice many phone computer.,VE000348,,RS000138,,AJ000010,BA000252,PHONE,13ef26463ca6fc81e6a0a8cc,eedc6c70729f3e709eadf9da,0,
CL0002295,PO000430,PH001951,AUTO,2024-02-14,2024-02-28,14,3363.54,1845.65,PENDING,Alone Republican nor begin standard agency recent quickly something.,VE000892,,RS000009,,AJ000002,BA000218,AGENT,cd34ee298a36181019f1294c,4ba3e6c1e686ea091a38abda,0,
CL0002296,PO000988,PH002376,AUTO,2024-09-17,2024-09-18,1,13093.87,10487.98,APPROVED,Conference mention decide score after station increase them notice.,VE001969,,RS000103,,AJ000042,BA002157,PHONE,3e37990180700289e014f36f,edd43bba3432843f1d30b2f0,0,
CL0002297,PO002135,PH000754,AUTO,2025-11-17,2025-11-22,5,4250.49,2612.27,PENDING,Democratic police high rule daughter six save group serve line point.,VE001440,,RS000119,,AJ000044,BA001780,PHONE,33f0e8de6749ef6ef1f19cda,074565554a1b269209d5dd63,0,
CL0002298,PO001276,PH000201,AUTO,2024-05-24,2024-05-31,7,11278.33,5815.14,APPROVED,Scene field should collection different month down debate fear between.,VE001472,,RS000033,,AJ000028,BA001278,WEB,c27832f2134aec22af127bab,110c9ddeebf8c72c1b150bc5,0,
CL0002299,PO000766,PH001589,AUTO,2024-06-26,2024-06-28,2,8970.03,4449.85,APPROVED,Each live fund magazine option record although school remain agent paper president nor.,VE002085,,RS000026,,AJ000038,BA001843,PHONE,1d366264e2e89372a6c929e5,bd71b036e92c642d7b91eb19,0,
CL0002300,PO000743,PH001414,AUTO,2024-01-23,2024-02-06,14,15649.3,10552.43,APPROVED,Include from last produce economic probably unit community unit reach floor participant Mr cost local.,VE000902,,RS000030,,AJ000003,BA001187,AGENT,3d402083471025faba1ae946,416f597dca2161b7baa0b54b,0,
CL0002301,PO001569,PH002039,AUTO,2025-12-29,2026-01-12,14,8750.35,7927.22,APPROVED,Place food painting hotel play direction grow Mrs even both herself.,VE001384,,RS000163,,AJ000013,BA001912,PHONE,31a8dba4e4f39f3e6ac83db3,a7839fcc44ff1bb4f667d768,0,
CL0002302,PO001978,PH001155,HOME,2025-04-24,2025-05-01,7,30628.1,19569.37,APPROVED,Option decision together marriage action field yet add quickly buy before.,,,,,AJ000022,BA002086,PHONE,e40bd814743cdaee588ca737,9596083a3c902996731d4ee0,0,
CL0002303,PO001458,PH001326,AUTO,2024-11-03,2024-11-17,14,14144.19,10496.57,APPROVED,Mr some eye trade poor once head building see about decide should policy eight miss.,VE000277,,RS000088,,AJ000035,BA002004,WEB,d8c5486cc81f37ba6bd52344,51120f38830e74212945384a,0,
CL0002304,PO001002,PH002259,HOME,2025-12-30,2026-01-06,7,11564.02,5280.03,APPROVED,Pattern size identify fast how line act oil item knowledge necessary look performance school write.,,,,,AJ000049,BA001277,WEB,f57d658b391e0ffa53758307,b59a8ced84e401faea11ac44,0,
CL0002305,PO002321,PH001018,AUTO,2025-06-20,2025-07-04,14,5027.69,3736.75,PENDING,Thing sense least federal decision lawyer answer blood father.,VE001884,,RS000080,LF000025,AJ000005,BA000406,PHONE,767fcb9430728115f822f1c7,a677ef844afd7e2a57e3eac8,0,
CL0002306,PO001446,PH001940,HOME,2025-01-07,2025-01-21,14,32613.94,24267.18,PENDING,Right couple moment nearly wonder network wind success.,,,,LF000033,AJ000025,BA001561,WEB,617a514a8bea3dac5382f1e5,fa314182adab7eb702da7301,0,
CL0002307,PO001524,PH001566,HEALTH,2025-07-22,2025-07-29,7,13264.97,8504.29,DENIED,Support party behavior minute art mother brother land candidate citizen.,,PR000032,,,AJ000000,BA000324,PHONE,1141b29b4ed2e3295e90baca,9ec8a10db37f32dea8848820,0,
CL0002308,PO002076,PH000295,AUTO,2024-08-06,2024-08-13,7,8349.81,4537.69,APPROVED,Reality card expert friend kind imagine through question owner step service public relate more film.,VE000246,,RS000099,LF000040,AJ000004,BA000395,PHONE,8bd082c5d8d3dad422674c2d,a724d8bd128e79eac2c84e51,0,
CL0002309,PO001709,PH000516,HEALTH,2025-09-16,2025-09-16,0,2908.67,1812.11,APPROVED,Else up picture reduce one window like kid deep sort.,,PR000141,,,AJ000047,BA000275,PHONE,e2860ddc1ac2b39925c073a3,ee82c0685ff29064cf8290cd,0,
CL0002310,PO001832,PH000737,HOME,2024-03-26,2024-04-02,7,5019.32,3378.63,DENIED,Author author bill surface investment white century serve west water adult arm those open.,,,,LF000052,AJ000044,BA001940,WEB,09d8c27a92e1e1545898be80,d4b85fa55ee5d6e092a58801,0,
CL0002311,PO001393,PH001361,HOME,2025-04-07,2025-04-12,5,4654.77,3940.04,APPROVED,Apply play physical mention outside fear senior lead.,,,,,AJ000012,BA001225,AGENT,74a28f9fd4d51fd8756771c2,1791cf79a9a85b5c2d0c7174,0,
CL0002312,PO000251,PH001637,AUTO,2024-11-28,2024-12-03,5,6126.96,5400.32,APPROVED,Want control hard generation officer wife again low nature once yes hundred board building.,VE001813,,RS000035,,AJ000005,BA000235,PHONE,449f2f47af8ad4bdba5d97fc,8db176ae38ad845089106fc4,0,
CL0002313,PO001618,PH000429,AUTO,2024-08-02,2024-08-16,14,2213.58,1813.05,APPROVED,Change power necessary computer budget maintain stay business possible nearly suffer.,VE001863,,RS000004,,AJ000036,BA002027,WEB,0fd94b9568f48bc6dd7a003c,14b09f4d8c7f0b33de48aa1a,0,
CL0002314,PO001432,PH000492,AUTO,2024-01-21,2024-01-28,7,7179.29,3303.09,APPROVED,From candidate both any able letter couple.,VE000436,,RS000056,,AJ000009,BA001470,PHONE,49fc2510a125c5153f5b2fde,4ebe8b50720e115e3e52ef7a,0,
CL0002315,PO000014,PH002465,HOME,2025-08-14,2025-08-21,2,37565.38,21909.54,DENIED,Agreement art maybe more boy size international plan charge discover speak power.,,,,,AJ000021,BA000678,PHONE,9843ed6a868ce1c109a46535,3fd420ec045c7f9cd31e38f2,1,shared_bank_account_ring
CL0002316,PO001686,PH000183,AUTO,2024-09-17,2024-10-01,14,11035.23,6748.3,APPROVED,It garden individual among without important remember brother.,VE000532,,RS000161,,AJ000012,BA001675,WEB,80d5963e264b238c7e907d2c,68c97248f158dfbf60df0aea,0,
CL0002317,PO000776,PH000627,AUTO,2024-03-31,2024-04-03,3,7860.42,5805.75,PENDING,Adult herself food wife research specific crime market might little current per follow.,VE000034,,RS000119,,AJ000049,BA000092,PHONE,5e6e51503513d5ff3f1a1736,d69a95370f204f049b8818d6,0,
CL0002318,PO002178,PH000889,AUTO,2024-09-13,2024-09-27,14,8150.65,5661.69,PENDING,Simple measure standard what produce find third growth probably actually.,VE000221,,RS000045,LF000028,AJ000046,BA001980,AGENT,e05f891dc666d7eeaa940968,40d89dfb8c2864a17af0ff6d,0,
CL0002319,PO000023,PH001389,HEALTH,2024-05-12,2024-05-14,2,7921.25,5281.06,DENIED,Beat student field girl Republican wonder charge travel anyone nature.,,PR000085,,,AJ000037,BA000786,AGENT,d06e3a05a82af69f0ce69005,5a4506df5cbbf4081f147d77,0,
CL0002320,PO001162,PH001997,HEALTH,2024-09-17,2024-10-01,14,12876.49,9320.16,APPROVED,Open author nature experience operation bag ago way leader begin tree majority control agent meet power.,,PR000103,,,AJ000019,BA000588,WEB,022aa2d5351b634ffe221f17,a0c8512eafa601cca508f453,0,
CL0002321,PO002280,PH002471,AUTO,2024-07-15,2024-07-15,0,5222.24,4174.8,APPROVED,Night across up close eat sell deal teach return similar concern.,VE000421,,RS000004,,AJ000033,BA001049,PHONE,0c719cdfcb58e76f1c6d0f51,57aabe5d0aad9d80b375b8fb,0,
CL0002322,PO001416,PH000619,AUTO,2024-10-03,2024-10-06,3,5656.31,4403.94,APPROVED,Out bed center yeah style cut may party person difficult knowledge think light enter total.,VE001868,,RS000032,,AJ000033,BA001717,AGENT,21db8de6ea5fd23f794aa9b5,30e57c8ae7b8a4a0e9fd2d28,0,
CL0002323,PO000793,PH000744,AUTO,2024-06-18,2024-06-20,2,7848.62,4592.67,APPROVED,Blood five local might want expert live onto their these support suggest partner interest study.,VE000754,,RS000046,,AJ000028,BA001071,AGENT,9ccf1abecd2849b7df3bb353,a0b89ec31282c8c9e54b5eb2,0,
CL0002324,PO002372,PH001363,AUTO,2024-01-08,2024-01-11,3,11777.83,10721.29,DENIED,Could force others each reflect we over bed exactly so none available federal run apply.,VE000038,,RS000086,,AJ000031,BA002011,WEB,422e35c5a1df846a62bff20e,cbd6d43d48320e74664c1b7d,0,
CL0002325,PO000666,PH000283,AUTO,2024-07-05,2024-07-19,14,18804.8,17646.14,APPROVED,Effect agreement create we truth country stock throw nor expect happy for evening.,VE000184,,RS000008,,AJ000000,BA000615,PHONE,f5fd3645cf1895e510a30e50,d41ce8b7f88451414d63847e,0,
CL0002326,PO000544,PH002154,AUTO,2024-02-18,2024-02-21,3,15171.38,10683.09,APPROVED,Mrs cost in time him special enjoy eight safe.,VE001527,,RS000053,,AJ000002,BA000222,PHONE,778a23260db40d324e0a117d,a0767249e1691c570c4b41cc,0,
CL0002327,PO001684,PH000487,AUTO,2024-09-02,2024-09-09,7,9341.89,7618.4,APPROVED,Stock agree interview develop raise home activity physical green story scientist million.,VE001667,,RS000086,,AJ000046,BA001245,AGENT,54aff243a96efd4e1bacdbfc,90cadd70860ea7ffb11549ea,0,
CL0002328,PO002363,PH002189,HOME,2025-05-06,2025-05-13,7,29894.49,15572.62,PENDING,Guess study explain third least class per magazine page lose ball than use above billion strategy.,,,,,AJ000019,BA001203,AGENT,8e72a8578242d3026f11d5a0,c9abce8b7267bd072687a75b,0,
CL0002329,PO001313,PH000716,AUTO,2024-09-10,2024-09-17,7,13445.22,11689.31,APPROVED,Commercial color poor rich democratic experience itself color glass seem industry appear both find all.,VE001276,,RS000039,,AJ000005,BA002062,AGENT,92d09880cd3b083252aa2013,72acf9e3d46fa92e921d80ab,0,
CL0002330,PO001613,PH001519,HEALTH,2024-04-21,2024-04-26,5,14680.81,7364.25,APPROVED,Area pay newspaper information laugh population since same.,,PR000131,,,AJ000038,BA000334,PHONE,08fa08995f3667c83cbd9f30,d86556f4293c36208cab8ea9,0,
CL0002331,PO000460,PH000233,HEALTH,2025-01-23,2025-01-30,7,8322.24,6790.08,APPROVED,Very look one go state middle onto on paper.,,PR000173,,,AJ000042,BA000466,AGENT,0828cdfc17d1c2782b786f20,44331e0897b0dcb8de60d334,0,
CL0002332,PO001067,PH000248,AUTO,2024-02-02,2024-02-16,14,9886.81,6112.1,DENIED,Level degree phone give team chair hear life start out.,VE000391,,RS000046,,AJ000027,BA001976,AGENT,bfbd9d2f35d970647753e083,34444a4b8de68fa4b98472aa,0,
CL0002333,PO001120,PH000271,AUTO,2025-09-03,2025-09-17,14,10510.09,5361.91,PENDING,All rock program career easy citizen notice opportunity strong year score north possible situation read.,VE001016,,RS000066,,AJ000026,BA000672,WEB,7e823f267e6be6b8e2b48921,5c6cc4e9aee8348f6cb08940,0,
CL0002334,PO000905,PH002434,AUTO,2024-11-05,2024-11-12,7,7694.37,6007.85,APPROVED,Amount middle have especially natural be then realize give various final season morning for stand.,VE000628,,RS000039,,AJ000013,BA000215,PHONE,45210b43970e066c546c28a6,282538eb0a71067c843a3321,0,
CL0002335,PO001994,PH000436,AUTO,2025-02-14,2025-02-15,1,12832.51,10913.94,APPROVED,Evidence especially open upon deal different almost according hard.,VE001772,,RS000021,,AJ000036,BA000894,PHONE,78ec8de3ce2520ab7f51e33d,2d631f846be0d5329183eeda,0,
CL0002336,PO001057,PH000099,HEALTH,2024-04-09,2024-04-14,5,7043.37,5652.94,APPROVED,Data much assume nation involve position his allow adult when each explain.,,PR000198,,,AJ000037,BA000613,WEB,c142e4d343bd36ed7dd4f0ed,86153f5995c0997f2f0233ec,0,
CL0002337,PO002519,PH001769,AUTO,2024-04-13,2024-04-27,14,14423.42,7460.67,APPROVED,Character church both house others your beautiful should.,VE001387,,RS000163,,AJ000010,BA000195,WEB,0d94def199fffab2bbe62e26,8a403808ac698c284d56e2c1,0,
CL0002338,PO000344,PH002343,HEALTH,2024-03-23,2024-04-06,14,8168.75,4453.27,PENDING,Marriage responsibility man oil positive check young card today agency fish office program.,,PR000211,,,AJ000028,BA002147,AGENT,f93555311c8d208c6de0327c,858f3208c5d115a0bffe5fab,0,
CL0002339,PO001844,PH001050,HEALTH,2024-07-23,2024-07-25,2,17566.83,16688.49,APPROVED,Data finally political individual condition peace hear on space.,,PR000067,,,AJ000007,BA000586,AGENT,1d70c75db6661811775d2cd3,303bf6c0ea26cb2fe2da0296,1,collusive_provider
CL0002340,PO002040,PH000551,HOME,2025-11-16,2025-11-18,2,16609.37,7684.27,APPROVED,Model trip treat fast economy capital reason money special.,,,,,AJ000036,BA001893,WEB,05510a4cf3992bdee59e3d8e,74b59256ce8cc8935685b2ad,0,
CL0002341,PO001436,PH000604,AUTO,2024-10-05,2024-10-06,1,2169.24,1563.34,PENDING,Ground term approach might study brother goal war view policy plant big begin.,VE002188,,RS000162,,AJ000007,BA000500,PHONE,5dee5a58c13445868ed9c59b,af903f3a67e8e9a220189aec,0,
CL0002342,PO000690,PH001996,HEALTH,2025-02-03,2025-02-04,1,5723.26,3223.06,APPROVED,Thing since oil no both matter wish seat.,,PR000020,,,AJ000010,BA002145,AGENT,15893f110ee7000cc4704ac4,e4ef0cc9b489c4049a0cb18c,0,
CL0002343,PO002317,PH000623,AUTO,2025-10-20,2025-11-03,14,5435.6,2322.09,PENDING,This three point environment stage ever happen take foreign discussion police.,VE000966,,RS000088,,AJ000017,BA000916,AGENT,786204b0fd460ada23dfff8f,2ab264155ce1cc9c267e5e5c,0,
CL0002344,PO002320,PH001199,HOME,2024-04-29,2024-04-30,1,30456.33,16457.68,APPROVED,Often alone serve eye nor stuff win.,,,,LF000048,AJ000007,BA000617,PHONE,006b20fd2de7c64bb3546194,552fa61604bce8c444bdbe22,0,
CL0002345,PO001063,PH001398,AUTO,2025-11-14,2025-11-21,7,12988.33,11632.37,APPROVED,Manager all last give attention husband building recent trip in each yeah.,VE001639,,RS000058,LF000021,AJ000003,BA002097,AGENT,d6e9556aba1c881eda3ab2a1,12d5c20d67e284590954d0bb,0,
CL0002346,PO001781,PH000896,HOME,2025-03-23,2025-03-28,2,42289.92,26204.32,APPROVED,Necessary its low whom them everybody produce public born magazine assume air computer serve moment.,,,,,AJ000043,BA000678,WEB,18c74bc9f61fbfcd8455a49b,e3a2e79bf2bd556ea1fd4b99,1,shared_bank_account_ring
CL0002347,PO001319,PH000999,HOME,2024-10-12,2024-10-19,7,13863.77,10525.66,APPROVED,Main power article hand religious phone less strategy treatment him work wonder one call.,,,,,AJ000023,BA002051,AGENT,615658cd512d4118a09f32ef,f102784cdc64fab14f1522d7,0,
CL0002348,PO002059,PH000492,AUTO,2025-05-11,2025-05-16,5,14007.47,8828.5,APPROVED,Fall computer manage attention raise hit boy option him.,VE002123,,RS000177,,AJ000004,BA000719,WEB,7aead0626638887a6cd140dd,360a3267d2afbb9176366153,0,
CL0002349,PO001153,PH000972,AUTO,2025-08-06,2025-08-11,1,8223.59,5549.82,APPROVED,According religious heavy physical smile debate realize forget model agent ago memory relate land media stay.,VE001605,,RS000037,,AJ000014,BA001368,PHONE,34e3c25d3f234680cd505555,0f255045bde680d5178399eb,1,rapid_reclaim_burst
CL0002350,PO000859,PH000461,AUTO,2025-01-25,2025-01-27,2,6010.57,5327.68,PENDING,Century person bar six low may war.,VE001942,,RS000014,,AJ000030,BA000420,PHONE,8f411c5b7154e5d6ae7a99f3,4a43832e85bc569a8ae1e416,0,
CL0002351,PO000662,PH001771,HEALTH,2025-09-27,2025-10-04,7,5581.86,3745.92,APPROVED,Guess officer big owner behind trip sometimes rather thing job her allow.,,PR000011,,,AJ000003,BA001763,WEB,ba9b6c92d35662614cb814db,1fdb93751b1897948f7fbb68,0,
CL0002352,PO001093,PH001619,AUTO,2025-01-19,2025-01-26,7,6726.33,4586.64,PENDING,Between believe deep short PM fish them half technology safe pass else their.,VE001443,,RS000103,,AJ000007,BA001780,AGENT,93f38349684dc5ccad37635c,14ea9ada5dfd68a5e35dc028,0,
CL0002353,PO001386,PH002304,HOME,2025-07-21,2025-08-04,14,34295.62,25098.9,APPROVED,I coach notice tree into evening leave go answer.,,,,,AJ000008,BA001257,PHONE,e6093f1b2e0e1930a2069c7d,32e2a3ad367d3022b792814f,0,
CL0002354,PO000882,PH001922,AUTO,2025-09-19,2025-09-22,3,5611.45,4132.95,DENIED,Either authority store lawyer ago son work the treatment month reveal thank.,VE000854,,RS000032,,AJ000001,BA001015,AGENT,2aa83dd5e5b282e27e23c744,d4e195d6ca11db3a042504c6,0,
CL0002355,PO001626,PH000413,HEALTH,2024-04-24,2024-05-01,7,14329.92,7981.29,PENDING,Avoid happen population finish project nor country who.,,PR000033,,,AJ000047,BA000775,AGENT,e300e6e4715f5289ad67a372,8164ae529190a7365dec9cb9,0,
CL0002356,PO000817,PH001579,AUTO,2025-04-05,2025-04-19,14,981.28,431.79,APPROVED,Thousand modern dog either green painting type right local store base.,VE001774,,RS000082,,AJ000034,BA000087,PHONE,ad64fed005437ec76fd6e88a,201bcde39ab8d3615b2a8621,0,
CL0002357,PO000476,PH002148,AUTO,2025-12-07,2025-12-09,2,6128.36,3724.9,APPROVED,Across Republican note he half wide follow appear over day next.,VE001778,,RS000099,,AJ000024,BA000859,AGENT,eaf7bf28c53f70af888e7737,b4db089479eaf619bfe7ffac,0,
